阿伦方差,a'lun'fang'cha
抗彗尾枪,kang'hui'wei'qiang
抗碱型,kang'jian'xing
抗静电装置,kang'jing'dian'zhuang'zhi
慷慨相助,kang'kai'xiang'zhu
抗扭转,kang'niu'zhuan
抗倾,kang'qing
抗倾覆,kang'qing'fu
抗渗性报告,kang'shen'xing'bao'gao
康索尔系统,kang'suo'er'xi'tong
抗体,kang'ti
抗斜,kang'xie
抗性机制,kang'xing'ji'zhi
抗氧剂保藏,kang'yang'ji'bao'cang
抗噪声传声器,kang'zao'sheng'chuan'sheng'qi
抗震,kang'zhen
抗震等级,kang'zhen'deng'ji
抗震加固,kang'zhen'jia'gu
抗震剪力墙,kang'zhen'jian'li'qiang
抗震墙,kang'zhen'qiang
考寄,kao'ji
靠墙扶手,kao'qiang'fu'shou
靠墙扶手托架,kao'qiang'fu'shou'tuo'jia
靠墙管子扶手,kao'qiang'guan'zi'fu'shou
靠墙楼梯,kao'qiang'lou'ti
可饱和吸收,ke'bao'he'xi'shou
可编程遥测,ke'bian'cheng'yao'ce
可持续发展,ke'chi'xu'fa'zhan
可达区域,ke'da'qu'yu
可达信息率,ke'da'xin'xi'lv
可懂度,ke'dong'du
可动缺陷,ke'dong'que'xian
科罚,ke'fa
可观测性,ke'guan'ce'xing
可光情况,ke'guang'qing'kuang
可焊性试验,ke'han'xing'shi'yan
可及性,ke'ji'xing
可见度系数,ke'jian'du'xi'shu
可靠性,ke'kao'xing
克拉通,ke'la'tong
颗粒灰岩,ke'li'hui'yan
颗粒杀虫剂,ke'li'sha'chong'ji
颗粒物料分选,ke'li'wu'liao'fen'xuan
刻录程序,ke'lu'cheng'xu
可名,ke'ming
可能遇到,ke'neng'yu'dao
可能自身,ke'neng'zi'shen
可逆定标器,ke'ni'ding'biao'qi
克努森数,ke'nu'sen'shu
克努森真空计,ke'nu'sen'zhen'kong'ji
科普旅游,ke'pu'lv'you
可倾瓦,ke'qing'wa
可溶岩,ke'rong'yan
可视电话,ke'shi'dian'hua
克什米尔金,ke'shi'mi'er'jin
可视图文,ke'shi'tu'wen
可调价格,ke'tiao'jia'ge
客土吹附,ke'tu'chui'fu
客土厚,ke'tu'hou
科星,ke'xing
科学技术档案,ke'xue'ji'shu'dang'an
垦复测量,ken'fu'ce'liang
坑槽,keng'cao
坑探,keng'tan
坑中,keng'zhong
空白重要凭证,kong'bai'zhong'yao'ping'zheng
空瘪,kong'bie
空仓,kong'cang
孔槽形谐振腔,kong'cao'xing'xie'zhen'qiang
空侧,kong'ce
空词库,kong'ci'ku
空导,kong'dao
孔洞,kong'dong
空分复用,kong'fen'fu'yong
空分制交换,kong'fen'zhi'jiao'huan
空腹钢窗,kong'fu'gang'chuang
空腹钢梁,kong'fu'gang'liang
空腹钢龙骨,kong'fu'gang'long'gu
空腹钢门,kong'fu'gang'men
空腹拱桥,kong'fu'gong'qiao
空腹金属窗,kong'fu'jin'shu'chuang
空腹纱门,kong'fu'sha'men
空秆,kong'gan
空鼓,kong'gu
空管雷达,kong'guan'lei'da
孔号,kong'hao
空基导航,kong'ji'dao'hang
空间,kong'jian
空间电荷波,kong'jian'dian'he'bo
空间电荷栅极,kong'jian'dian'he'shan'ji
空间电子学,kong'jian'dian'zi'xue
空间分集,kong'jian'fen'ji
空间隔离,kong'jian'ge'li
空间流速,kong'jian'liu'su
空间数据,kong'jian'shu'ju
空间谐波,kong'jian'xie'bo
孔径,kong'jing
孔锯,kong'ju
孔令许,kong'ling'xu
孔庙,kong'miao
孔内物探,kong'nei'wu'tan
空气,kong'qi
空气阀井,kong'qi'fa'jing
空气间歇,kong'qi'jian'xie
空气扩散曝气,kong'qi'kuo'san'bao'qi
空气调剂,kong'qi'tiao'ji
空气消毒机,kong'qi'xiao'du'ji
空气质量周报,kong'qi'zhi'liang'zhou'bao
孔雀黄,kong'que'huang
孔融让犁,kong'rong'rang'li
孔瑞,kong'rui
空调管道,kong'tiao'guan'dao
空调送风算子,kong'tiao'song'feng'suan'zi
空调照明系统,kong'tiao'zhao'ming'xi'tong
空位,kong'wei
空位团,kong'wei'tuan
孔隙,kong'xi
孔隙比,kong'xi'bi
孔隙水,kong'xi'shui
空隙水,kong'xi'shui
孔隙水压力,kong'xi'shui'ya'li
空心地板,kong'xin'di'ban
空心电子束,kong'xin'dian'zi'shu
空心钢,kong'xin'gang
空心隔墙,kong'xin'ge'qiang
空心楼板,kong'xin'lou'ban
空心砖隔墙,kong'xin'zhuan'ge'qiang
空域划分,kong'yu'hua'fen
控制规程,kong'zhi'gui'cheng
控制网,kong'zhi'wang
控制指令,kong'zhi'zhi'ling
空中交通管制,kong'zhong'jiao'tong'guan'zhi
孔资料,kong'zi'liao
扣件,kou'jian
抠抠索索,kou'kou'suo'suo
扣款顺序,kou'kuan'shun'xu
扣式电池,kou'shi'dian'chi
扣索,kou'suo
口蹄疫疫情,kou'ti'yi'yi'qing
口下留德,kou'xia'liu'de
库岸,ku'an
枯斑,ku'ban
酷机,ku'ji
枯立木,ku'li'mu
苦莲子,ku'lian'zi
苦马豆,ku'ma'dou
苦木科,ku'mu'ke
酷热,ku're
库容量,ku'rong'liang
酷暑,ku'shu
枯水,ku'shui
枯水河槽,ku'shui'he'cao
库页悬钩子,ku'ye'xuan'gou'zi
酷语,ku'yu
跨导,kua'dao
跨国公司,kua'guo'gong'si
跨越式发展,kua'yue'shi'fa'zhan
跨中对称加载,kua'zhong'dui'cheng'jia'zai
跨中偏心加载,kua'zhong'pian'xin'jia'zai
快点沙,kuai'dian'sha
块根作物,kuai'gen'zuo'wu
会计档案,kuai'ji'dang'an
块茎播种机,kuai'jing'bo'zhong'ji
块茎指数,kuai'jing'zhi'shu
块茎作物,kuai'jing'zuo'wu
快开阀,kuai'kai'fa
快离子导电,kuai'li'zi'dao'dian
块料路面,kuai'liao'lu'mian
快滤池,kuai'lv'chi
快绳,kuai'sheng
块石,kuai'shi
快时间控制,kuai'shi'jian'kong'zhi
快速车道,kuai'su'che'dao
快速充电,kuai'su'chong'dian
快速地下流,kuai'su'de'xia'liu
筷子笔,kuai'zi'bi
款儿,kuan'er
宽厚比,kuan'hou'bi
款娘,kuan'niang
款女,kuan'nv
矿层要素测定,kuang'ceng'yao'su'ce'ding
矿产资源开发,kuang'chan'zi'yuan'kai'fa
矿床几何,kuang'chuang'ji'he
狂风,kuang'feng
框架,kuang'jia
框架工程,kuang'jia'gong'cheng
框架建筑,kuang'jia'jian'zhu
框架幕墙,kuang'jia'mu'qiang
框架墙板建筑,kuang'jia'qiang'ban'jian'zhu
矿料,kuang'liao
矿棉,kuang'mian
矿棉板吊顶,kuang'mian'ban'diao'ding
矿山安全生产,kuang'shan'an'quan'sheng'chan
矿山地面测量,kuang'shan'di'mian'ce'liang
矿山法,kuang'shan'fa
矿山环境,kuang'shan'huan'jing
矿山恢复,kuang'shan'hui'fu
矿山开采,kuang'shan'kai'cai
矿山开发历史,kuang'shan'kai'fa'li'shi
矿山项目,kuang'shan'xiang'mu
狂涛,kuang'tao
框筒,kuang'tong
框筒结构,kuang'tong'jie'gou
框筒结构体系,kuang'tong'jie'gou'ti'xi
框图,kuang'tu
矿业活动,kuang'ye'huo'dong
矿渣清理,kuang'zha'qing'li
框支,kuang'zhi
矿质氮,kuang'zhi'dan
框支剪力墙,kuang'zhi'jian'li'qiang
框支梁,kuang'zhi'liang
框支柱,kuang'zhi'zhu
馈电电缆,kui'dian'dian'lan
亏耗曲线,kui'hao'qu'xian
亏水河,kui'shui'he
亏损,kui'sun
馈线柜,kui'xian'gui
捆缚,kun'fu
捆扎牢固,kun'za'lao'gu
扩大基础,kuo'da'ji'chu
扩底,kuo'di
扩建,kuo'jian
扩频多址,kuo'pin'duo'zhi
扩频通信,kuo'pin'tong'xin
扩频遥控,kuo'pin'yao'kong
扩散,kuo'san
扩散光,kuo'san'guang
扩散室,kuo'san'shi
阔叶猕猴桃,kuo'ye'mi'hou'tao
阔叶十大功劳,kuo'ye'shi'da'gong'lao
扩展码,kuo'zhan'ma
蜡瓣花,la'ban'hua
拉棒,la'bang
腊肠树,la'chang'shu
拉丁方设计,la'ding'fang'she'ji
垃圾处置,la'ji'chu'zhi
垃圾词汇,la'ji'ci'hui
垃圾袋装化,la'ji'dai'zhuang'hua
垃圾分类,la'ji'fen'lei
辣椒,la'jiao
拉结筋,la'jie'jin
拉结力,la'jie'li
拉力,la'li
拉裂缝,la'lie'feng
拉裂隙,la'lie'xi
拉曼激光器,la'man'ji'guang'qi
拉曼效应,la'man'xiao'ying
蜡梅,la'mei
蜡梅科,la'mei'ke
拉莫尔旋动,la'mo'er'xuan'dong
拉盘,la'pan
拉平计算机,la'ping'ji'suan'ji
拉平引导单元,la'ping'yin'dao'dan'yuan
拉伸,la'shen
蜡熟,la'shu
拉丝模,la'si'mo
拉丝镍,la'si'nie
拉脱强度,la'tuo'qiang'du
拉线,la'xian
拉线盒,la'xian'he
拉线绝缘子,la'xian'jue'yuan'zi
拉线麻箍,la'xian'ma'gu
拉线太松,la'xian'tai'song
拉闸限电,la'zha'xian'dian
拉张,la'zhang
莱克米黄,lai'ke'mi'huang
莱曼法,lai'man'fa
阑版,lan'ban
蓝村排灌站,lan'cun'pai'guan'zhan
蓝村镇,lan'cun'zhen
栏杆,lan'gan
兰更传,lan'geng'chuan
拦河坝,lan'he'ba
拦河闸,lan'he'zha
蓝花岗,lan'hua'gang
兰花苕子,lan'hua'shao'zi
兰花楹,lan'hua'ying
兰姆消噪电路,lan'mu'xiao'zao'dian'lu
拦泥效率,lan'ni'xiao'lv
蓝片岩,lan'pian'yan
兰色玻璃,lan'se'bo'li
拦沙坝,lan'sha'ba
拦水闸,lan'shui'zha
缆索吊装,lan'suo'diao'zhuang
缆索吊装设备,lan'suo'diao'zhuang'she'bei
缆索施工,lan'suo'shi'gong
拦污机,lan'wu'ji
拦污栅,lan'wu'shan
蓝雪花,lan'xue'hua
滥用职权罪,lan'yong'zhi'quan'zui
拦渣坝,lan'zha'ba
拦渣率,lan'zha'lv
浪板,lang'ban
浪花,lang'hua
朗科双启动,lang'ke'shuang'qi'dong
浪瓦,lang'wa
劳动安全意识,lao'dong'an'quan'yi'shi
劳动保护技能,lao'dong'bao'hu'ji'neng
劳动力,lao'dong'li
劳改局,lao'gai'ju
捞黑钱,lao'hei'qian
老化,lao'hua
劳森判据,lao'sen'pan'ju
劳斯米黄,lao'si'mi'huang
老塌陷坑,lao'ta'xian'keng
勒杜鹃,le'du'juan
了哥王,le'ge'wang
勒那绿,le'na'lv
类别电压,lei'bie'dian'ya
诔词,lei'ci
雷达地平线,lei'da'di'ping'xian
雷达点迹,lei'da'dian'ji
雷达对抗,lei'da'dui'kang
雷达反侦察,lei'da'fan'zhen'cha
雷达方程,lei'da'fang'cheng
雷达仿真器,lei'da'fang'zhen'qi
雷达分辨力,lei'da'fen'bian'li
雷达航迹,lei'da'hang'ji
雷达截面积,lei'da'jie'mian'ji
雷达领航,lei'da'ling'hang
雷达模拟器,lei'da'mo'ni'qi
雷达数据库,lei'da'shu'ju'ku
雷达探测距离,lei'da'tan'ce'ju'li
雷达天文学,lei'da'tian'wen'xue
雷达威力图,lei'da'wei'li'tu
雷达显示器,lei'da'xian'shi'qi
雷达寻的器,lei'da'xun'de'qi
雷达诱饵,lei'da'you'er
雷达站,lei'da'zhan
雷达中继,lei'da'zhong'ji
雷达转发器,lei'da'zhuan'fa'qi
雷电,lei'dian
雷电波的侵入,lei'dian'bo'de'qin'ru
累积故障概率,lei'ji'gu'zhang'gai'lv
累积和图,lei'ji'he'tu
累积频数,lei'ji'pin'shuo
累积失效概率,lei'ji'shi'xiao'gai'lv
累接阻抗,lei'jie'zu'kang
肋梁楼盖,lei'liang'lou'gai
雷鸣堂,lei'ming'tang
雷明堂,lei'ming'tang
雷诺数,lei'nuo'shu
蕾期,lei'qi
蕾期授粉,lei'qi'shou'fen
累日经年,lei'ri'jing'nian
类同性,lei'tong'xing
类型抽样,lei'xing'chou'yang
雷雨,lei'yu
雷阵雨,lei'zhen'yu
雷竹,lei'zhu
冷拌法,leng'ban'fa
冷板线材,leng'ban'xian'cai
冷备用,leng'bei'yong
冷冻,leng'dong
冷冻泵,leng'dong'beng
冷冻升华阱,leng'dong'sheng'hua'jing
冷风,leng'feng
愣乎乎,leng'hu'hu
冷拉钢筋,leng'la'gang'jin
冷铺法,leng'pu'fa
冷凄凄,leng'qi'qi
冷却管道系统,leng'que'guan'dao'xi'tong
冷却水处理,leng'que'shui'chu'li
冷却水温差,leng'que'shui'wen'cha
冷却水中断,leng'que'shui'zhong'duan
冷热水系统,leng're'shui'xi'tong
冷水花,leng'shui'hua
棱体,leng'ti
冷压钢板,leng'ya'gang'ban
冷岩,leng'yan
冷轧带肋,leng'zha'dai'lei
棱柱形位错环,leng'zhu'xing'wei'cuo'huan
篱笆剪,li'ba'jian
里程碑,li'cheng'bei
立春,li'chun
励磁机端,li'ci'ji'duan
李德信,li'de'xin
立地类型,li'di'lei'xing
锂碘电池,li'dian'dian'chi
立冬,li'dong
励端,li'duan
理发剪,li'fa'jian
立方米,li'fang'mi
立管卡,li'guan'ka
励弧管,li'hu'guan
李景云,li'jing'yun
李居坤,li'ju'kun
里卡蒂方程,li'ka'di'fang'cheng
李美玲,li'mei'ling
厘米波通信,li'mi'bo'tong'xin
力敏感器,li'min'gan'qi
立木材积,li'mu'cai'ji
立木材积表,li'mu'cai'ji'biao
黎帕管,li'pa'guan
礼品,li'pin
立剖面,li'pou'mian
沥青,li'qing
沥青磁漆,li'qing'ci'qi
沥青防潮层,li'qing'fang'chao'ceng
沥青缝,li'qing'feng
沥青灌浆,li'qing'guan'jiang
李庆华,li'qing'hua
沥青绝缘漆,li'qing'jue'yuan'qi
沥青耐酸漆,li'qing'nai'suan'qi
沥青撒布车,li'qing'sa'bu'che
沥青撒布机,li'qing'sa'bu'ji
沥青砂,li'qing'sha
沥青碎石路面,li'qing'sui'shi'lu'mian
沥青油毡,li'qing'you'zhan
立秋,li'qiu
李荣光,li'rong'guang
利润,li'run
离散分布,li'san'fen'bu
离散时间系统,li'san'shi'jian'xi'tong
离散时域信号,li'san'shi'yu'xin'hao
离散系数,li'san'xi'shu
离散余弦变换,li'san'yu'xian'bian'huan
离散指令,li'san'zhi'ling
李世峰,li'shi'feng
利它素,li'ta'su
离体保存,li'ti'bao'cun
立体木纹面,li'ti'mu'wen'mian
立体农业,li'ti'nong'ye
立体声,li'ti'sheng
立体声唱片,li'ti'sheng'chang'pian
立体声电视,li'ti'sheng'dian'shi
立体声广播,li'ti'sheng'guang'bo
离体突变发生,li'ti'tu'bian'fa'sheng
立体像对,li'ti'xiang'dui
立体战争,li'ti'zhan'zheng
篱天剑,li'tian'jian
里问,li'wen
利息,li'xi
离析,li'xi
立夏,li'xia
立项论证,li'xiang'lun'zheng
立项时间,li'xiang'shi'jian
理想指数公式,li'xiang'zhi'shu'gong'shi
离心泵,li'xin'beng
离心试验,li'xin'shi'yan
锂蓄电池,li'xu'dian'chi
李旭家,li'xu'jia
力学试验,li'xue'shi'yan
鲤鱼钳,li'yu'qian
梨园蚧,li'yuan'jie
李月浦,li'yue'pu
理正,li'zheng
理正勘察,li'zheng'kan'cha
离轴全息术,li'zhou'quan'xi'shu
立柱,li'zhu
离子,li'zi
离子斑,li'zi'ban
离子管,li'zi'guan
离子交换柱,li'zi'jiao'huan'zhu
离子敏感器,li'zi'min'gan'qi
离子磨削,li'zi'mo'xue
离子声激波,li'zi'sheng'ji'bo
离子振荡,li'zi'zhen'dang
莲瓣,lian'ban
镰刀,lian'dao
连拱隧道,lian'gong'sui'dao
链轨式拖拉机,lian'gui'shi'tuo'la'ji
联行行号,lian'hang'hang'hao
联行来帐,lian'hang'lai'zhang
联行往来,lian'hang'wang'lai
联行往帐,lian'hang'wang'zhang
联合基础,lian'he'ji'chu
联合梁桥,lian'he'liang'qiao
联合全宗,lian'he'quan'zong
连环码,lian'huan'ma
联机,lian'ji
廉江中花,lian'jiang'zhong'hua
联结,lian'jie
连接,lian'jie
连接测量,lian'jie'ce'liang
联结层,lian'jie'ceng
连接法,lian'jie'fa
连接件,lian'jie'jian
连接开关,lian'jie'kai'guan
连接力矩,lian'jie'li'ju
连接螺栓,lian'jie'luo'shuan
链接码,lian'jie'ma
连接套管,lian'jie'tao'guan
链接综合法,lian'jie'zong'he'fa
楝科,lian'ke
连梁表,lian'liang'biao
链码,lian'ma
连体,lian'ti
联体病毒,lian'ti'bing'du
链条,lian'tiao
联系四边形法,lian'xi'si'bian'xing'fa
连续,lian'xu
连续波磁控管,lian'xu'bo'ci'kong'guan
连续波雷达,lian'xu'bo'lei'da
连续处理,lian'xu'chu'li
连续堵转电流,lian'xu'du'zhuan'dian'liu
连续驾驶,lian'xu'jia'shi
连续浇筑,lian'xu'jiao'zhu
连续梁桥,lian'xu'liang'qiao
连续通风,lian'xu'tong'feng
连续现浇箱梁,lian'xu'xian'jiao'xiang'liang
连续照明,lian'xu'zhao'ming
连续指令,lian'xu'zhi'ling
帘子杆,lian'zi'gan
莲座期,lian'zuo'qi
两岸植树,liang'an'zhi'shu
梁板构造,liang'ban'gou'zao
梁板式,liang'ban'shi
粮仓,liang'cang
梁侧,liang'ce
两椽袱,liang'chuan'fu
梁椽袱,liang'chuan'fu
梁春丽,liang'chun'li
梁底钢筋,liang'di'gang'jin
两电极,liang'dian'ji
梁顶,liang'ding
梁枋,liang'fang
梁袱,liang'fu
梁桂茂,liang'gui'mao
良好级配,liang'hao'ji'pei
量化,liang'hua
梁截面,liang'jie'mian
梁宽,liang'kuan
亮丽风景线,liang'li'feng'jing'xian
梁内箍筋,liang'nei'gu'jin
梁内纵筋,liang'nei'zong'jin
凉棚,liang'peng
梁平法,liang'ping'fa
梁墙,liang'qiang
量水槽,liang'shui'cao
量水堰,liang'shui'yan
凉台,liang'tai
两相三线制,liang'xiang'san'xian'zhi
两相四线制,liang'xiang'si'xian'zhi
两相系统,liang'xiang'xi'tong
两型五化,liang'xing'wu'hua
粮油加工机械,liang'you'jia'gong'ji'xie
量针,liang'zhen
辽东丁香,liao'dong'ding'xiang
撩壕,liao'hao
廖声银,liao'sheng'yin
聊以欣慰,liao'yi'xin'wei
列表码,lie'biao'ma
猎蝽,lie'chun
捩断层,lie'duan'ceng
裂缝,lie'feng
裂缝监测,lie'feng'jian'ce
劣迹昭彰,lie'ji'zhao'zhang
列斯纳红,lie'si'na'hong
裂隙,lie'xi
裂隙式喷发,lie'xi'shi'pen'fa
裂隙水,lie'xi'shui
裂叶榆,lie'ye'yu
林班测量,lin'ban'ce'liang
林场,lin'chang
林达哈雷车,lin'da'ha'lei'che
林地权属,lin'di'quan'shu
林地使用权,lin'di'shi'yong'quan
林地所有权,lin'di'suo'you'quan
林敦志,lin'dun'zhi
林分,lin'fen
林分起源,lin'fen'qi'yuan
林冠下造林,lin'guan'xia'zao'lin
磷光,lin'guang
林海,lin'hai
磷化底漆,lin'hua'di'qi
临界风速,lin'jie'feng'su
临界流速,lin'jie'liu'su
临空墙,lin'kong'qiang
林木,lin'mu
林木密度,lin'mu'mi'du
林木权属,lin'mu'quan'shu
林木所有者,lin'mu'suo'you'zhe
林权流转,lin'quan'liu'zhuan
林权证书核发,lin'quan'zheng'shu'he'fa
淋溶,lin'rong
淋溶侵蚀,lin'rong'qin'shi
淋失,lin'shi
临时访客系统,lin'shi'fang'ke'xi'tong
临时供电,lin'shi'gong'dian
临时界桩,lin'shi'jie'zhuang
临时设施费,lin'shi'she'shi'fei
淋水密度,lin'shui'mi'du
淋水面积,lin'shui'mian'ji
淋水填料,lin'shui'tian'liao
临塑压力,lin'su'ya'li
磷酸二氘钾,lin'suan'er'dao'jia
磷酸燃料电池,lin'suan'ran'liao'dian'chi
林同炎,lin'tong'yan
檩头,lin'tou
淋洗,lin'xi
林相图,lin'xiang'tu
临湘组,lin'xiang'zu
林业,lin'ye
林业部,lin'ye'bu
林业部部长,lin'ye'bu'bu'zhang
林业产业化,lin'ye'chan'ye'hua
林业发展,lin'ye'fa'zhan
林业局局长,lin'ye'ju'ju'zhang
林业专业术语,lin'ye'zhuan'ye'shu'yu
临战封堵,lin'zhan'feng'du
檩中心线,lin'zhong'xin'xian
令便器,ling'bian'qi
零差检测,ling'cha'jian'ce
灵达塑业,ling'da'su'ye
零带隙半导体,ling'dai'xi'ban'dao'ti
零道阈,ling'dao'yu
零点,ling'dian
零点型测向,ling'dian'xing'ce'xiang
零故障,ling'gu'zhang
零极点相消,ling'ji'dian'xiang'xiao
零记忆信道,ling'ji'yi'xin'dao
零记忆信源,ling'ji'yi'xin'yuan
灵巧敏感器,ling'qiao'min'gan'qi
陵寝,ling'qin
零缺陷,ling'que'xian
灵山黄,ling'shan'huang
零探测概率,ling'tan'ce'gai'lv
零位电压,ling'wei'dian'ya
零温度系数点,ling'wen'du'xi'shu'dian
零误差系统,ling'wu'cha'xi'tong
凌霄,ling'xiao
铃行法,ling'xing'fa
零星构件,ling'xing'gou'jian
铃行试验,ling'xing'shi'yan
零序保护,ling'xu'bao'hu
零序电流保护,ling'xu'dian'liu'bao'hu
令游客,ling'you'ke
刘本伟,liu'ben'wei
溜槽,liu'cao
流程,liu'cheng
六出花,liu'chu'hua
流出水头,liu'chu'shui'tou
刘传君,liu'chuan'jun
柳穿鱼,liu'chuan'yu
流导,liu'dao
流导法,liu'dao'fa
流动式,liu'dong'shi
留洞图,liu'dong'tu
流芳镇,liu'fang'zhen
流光室,liu'guang'shi
流浩河,liu'hao'he
流化床干燥,liu'hua'chuang'gan'zao
硫化锑视象管,liu'hua'ti'shi'xiang'guan
刘吉全,liu'ji'quan
刘吉顺,liu'ji'shun
六角扳手,liu'jiao'ban'shou
溜金斗拱,liu'jin'dou'gong
柳兰,liu'lan
琉璃瓦,liu'li'wa
流量,liu'liang
流量过程线,liu'liang'guo'cheng'xian
流量计,liu'liang'ji
流量计井,liu'liang'ji'jing
流量率,liu'liang'lv
流量模数,liu'liang'mo'shu
流率,liu'lv
流密码,liu'mi'ma
刘丕荣,liu'pi'rong
六铺作,liu'pu'zuo
流沙,liu'sha
流沙红,liu'sha'hong
刘石冈,liu'shi'gang
流塑,liu'su
流苏树,liu'su'shu
硫酸三甘肽,liu'suan'san'gan'tai
流体动力学,liu'ti'dong'li'xue
刘文涛,liu'wen'tao
流纹岩,liu'wen'yan
流星余迹通信,liu'xing'yu'ji'tong'xin
刘学锋,liu'xue'feng
刘勋庭,liu'xun'ting
流域,liu'yu
流域产流面积,liu'yu'chan'liu'mian'ji
流域产沙量,liu'yu'chan'sha'liang
流域分水线,liu'yu'fen'shui'xian
流域管理,liu'yu'guan'li
流域面积,liu'yu'mian'ji
流域输沙量,liu'yu'shu'sha'liang
流域响应,liu'yu'xiang'ying
流域形态特征,liu'yu'xing'tai'te'zheng
流坠,liu'zhui
流阻,liu'zu
龙凤红,long'feng'hong
垄岗状,long'gang'zhuang
垄耕,long'geng
龙骨钳,long'gu'qian
拢规矩,long'gui'ju
龙卷风,long'juan'feng
龙马溪组,long'ma'xi'zu
龙门式起重机,long'men'shi'qi'zhong'ji
龙面花,long'mian'hua
笼石,long'shi
龙文输入平台,long'wen'shu'ru'ping'tai
龙爪柳,long'zhua'liu
垄作区田,long'zuo'qu'tian
楼板,lou'ban
楼板构造,lou'ban'gou'zao
楼板伸缩缝,lou'ban'shen'suo'feng
楼层,lou'ceng
楼层面积,lou'ceng'mian'ji
楼层平面图,lou'ceng'ping'mian'tu
楼层数,lou'ceng'shu
楼层组装,lou'ceng'zu'zhuang
漏电,lou'dian
耧斗菜,lou'dou'cai
漏感,lou'gan
漏过功率,lou'guo'gong'lv
漏浆,lou'jiang
漏警概率,lou'jing'gai'lv
漏率,lou'lv
楼梯,lou'ti
楼梯板,lou'ti'ban
楼梯井,lou'ti'jing
楼梯栏杆,lou'ti'lan'gan
楼梯坡度,lou'ti'po'du
楼梯踏步,lou'ti'ta'bu
楼梯厅,lou'ti'ting
漏同步,lou'tong'bu
漏振,lou'zhen
漏指令,lou'zhi'ling
楼装饰改造,lou'zhuang'shi'gai'zao
路槽,lu'cao
路侧安全净区,lu'ce'an'quan'jing'qu
路侧护栏,lu'ce'hu'lan
陆地水文学,lu'di'shui'wen'xue
露地栽培,lu'di'zai'pei
露点试验,lu'dian'shi'yan
鲁海娟,lu'hai'juan
卤化物灯,lu'hua'wu'deng
路基,lu'ji
路基护栏,lu'ji'hu'lan
路基宽度,lu'ji'kuan'du
路基设计标高,lu'ji'she'ji'biao'gao
路基设计高程,lu'ji'she'ji'gao'cheng
路肩宽度,lu'jian'kuan'du
鹿角柏,lu'jiao'bai
陆金龙,lu'jin'long
路径,lu'jing
陆克喜,lu'ke'xi
路况,lu'kuang
路况调查,lu'kuang'diao'cha
路面,lu'mian
路面板唧泥,lu'mian'ban'ji'ni
路面病害,lu'mian'bing'hai
路面补强,lu'mian'bu'qiang
路面沉陷,lu'mian'chen'xian
路面粗糙度,lu'mian'cu'cao'du
路面冻胀,lu'mian'dong'zhang
路面翻修,lu'mian'fan'xiu
路面厚度,lu'mian'hou'du
路面滑溜,lu'mian'hua'liu
路面结构,lu'mian'jie'gou
路面结构层,lu'mian'jie'gou'ceng
路面锯缝机,lu'mian'ju'feng'ji
路面龟裂,lu'mian'jun'lie
路面坑槽,lu'mian'keng'cao
路面平整度,lu'mian'ping'zheng'du
路面切缝机,lu'mian'qie'feng'ji
路面清缝机,lu'mian'qing'feng'ji
路面松散,lu'mian'song'san
路面弹簧,lu'mian'tan'huang
路面填缝机,lu'mian'tian'feng'ji
路面网裂,lu'mian'wang'lie
露明管道,lu'ming'guan'dao
露明金属结构,lu'ming'jin'shu'jie'gou
路牌,lu'pai
路容,lu'rong
鲁善海,lu'shan'hai
卤素电池,lu'su'dian'chi
卤素计数器,lu'su'ji'shu'qi
卤素检漏仪,lu'su'jian'lou'yi
芦苇,lu'wei
陆围湖泊,lu'wei'hu'po
路线控制点,lu'xian'kong'zhi'dian
路线水准测量,lu'xian'shui'zhun'ce'liang
路线小结,lu'xian'xiao'jie
路沿石,lu'yan'shi
录音机,lu'yin'ji
录制,lu'zhi
卵寄生物,luan'ji'sheng'wu
乱砍盗伐,luan'kan'dao'fa
乱神,luan'shen
乱石,luan'shi
卵石,luan'shi
栾枝梅,luan'zhi'mei
轮锋菊,lun'feng'ju
轮回亲本,lun'hui'qin'ben
轮廓草图,lun'kuo'cao'tu
轮廓尺寸,lun'kuo'chi'cun
轮胎,lun'tai
轮胎扳手,lun'tai'ban'shou
轮休地,lun'xiu'di
轮压,lun'ya
落潮,luo'chao
罗茨真空泵,luo'ci'zhen'kong'beng
落地价,luo'di'jia
落地线,luo'di'xian
裸电线,luo'dian'xian
螺钉,luo'ding
螺杆,luo'gan
螺杆启闭机,luo'gan'qi'bi'ji
螺杆式,luo'gan'shi
螺杆式启闭机,luo'gan'shi'qi'bi'ji
螺杆式闸阀,luo'gan'shi'zha'fa
裸规,luo'gui
落洪期,luo'hong'qi
落荚,luo'jia
落蕾,luo'lei
珞玛棕,luo'ma'zong
螺帽,luo'mao
萝藦科,luo'mo'ke
螺母,luo'mu
洛石,luo'shi
螺栓杆,luo'shuan'gan
螺栓固定,luo'shuan'gu'ding
螺丝,luo'si
螺丝固定,luo'si'gu'ding
螺纹,luo'wen
落下灰,luo'xia'hui
裸线,luo'xian
落新妇,luo'xin'fu
螺旋,luo'xuan
螺旋电位器,luo'xuan'dian'wei'qi
螺旋箍,luo'xuan'gu
螺旋箍筋,luo'xuan'gu'jin
螺旋口,luo'xuan'kou
螺旋肋钢丝,luo'xuan'lei'gang'si
螺旋慢波线,luo'xuan'man'bo'xian
螺旋输送机,luo'xuan'shu'song'ji
螺旋轴,luo'xuan'zhou
